CreatedBy.Name,CreatedDate,Id,LastModifiedBy.Name,LastModifiedDate
Ruben Halman,2020-01-09T12:11:01.000+0000,01p3X00000CzJxSQAV,Ruben Halman,2020-01-11T14:23:37.000+0000
Ruben Halman,2020-01-09T12:08:36.000+0000,01p3X00000CzJwyQAF,Ruben Halman,2020-01-11T14:23:37.000+0000
Ruben Halman,2020-01-08T19:12:03.000+0000,01p3X00000CzJwKQAV,Ruben Halman,2020-01-11T14:23:37.000+0000
Ruben Halman,2020-01-08T19:08:45.000+0000,01p3X00000CzJwFQAV,Ruben Halman,2020-01-11T14:23:37.000+0000
Ruben Halman,2020-01-09T12:34:13.000+0000,01p3X00000CzJxXQAV,Ruben Halman,2020-01-11T14:23:36.000+0000
Ruben Halman,2020-01-08T18:43:20.000+0000,01p3X00000CzJw5QAF,Ruben Halman,2020-01-11T14:23:36.000+0000
Ruben Halman,2020-01-08T18:43:00.000+0000,01p3X00000CzJw0QAF,Ruben Halman,2020-01-11T14:23:36.000+0000
Ruben Halman,2020-01-08T19:37:16.000+0000,01p3X00000CzJwZQAV,Ruben Halman,2020-01-11T14:20:56.000+0000
Ruben Halman,2020-01-08T19:02:47.000+0000,01p3X00000CzJwAQAV,Ruben Halman,2020-01-11T14:20:56.000+0000
Ruben Halman,2020-01-09T14:53:43.000+0000,01p3X00000CzJyVQAV,Ruben Halman,2020-01-10T12:30:43.000+0000
Ruben Halman,2020-01-08T19:13:04.000+0000,01p3X00000CzJwPQAV,Ruben Halman,2020-01-08T19:13:04.000+0000
Ruben Halman,2019-10-21T18:57:45.000+0000,01p3X00000CwSaUQAV,Ruben Halman,2019-11-24T16:16:18.000+0000
Ruben Halman,2019-10-21T19:21:03.000+0000,01p3X00000CwSooQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
Ruben Halman,2019-10-21T19:21:03.000+0000,01p3X00000CwSopQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
Ruben Halman,2019-10-21T19:21:03.000+0000,01p3X00000CwSoqQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
Ruben Halman,2019-10-21T19:22:09.000+0000,01p3X00000CwSotQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
Ruben Halman,2019-10-21T19:22:10.000+0000,01p3X00000CwSouQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
Ruben Halman,2019-10-21T19:21:03.000+0000,01p3X00000CwSonQAF,Ruben Halman,2019-11-19T09:00:22.000+0000
